frame,time,planet,x,y,z
24,0.4804804804804805,2,2.9035691426592365,1.5998872905068957,1.545819862050358
24,0.4804804804804805,3,2.4705492460659277,3.924429972413704,0.0812847478608878
27,0.5405405405405406,1,2.6763395365140736,2.5316280019243766,1.8212062254601369
27,0.5405405405405406,2,3.0064312404267923,1.6972940708730075,1.4947475616024992
27,0.5405405405405406,3,2.5289452108303356,4.034771596714368,-0.02770198615623988
30,0.6006006006006006,1,2.8689225002502954,2.5854086260109566,1.677042373061345
30,0.6006006006006006,2,3.106275388159606,1.802754503670936,1.4457089479379035
30,0.6006006006006006,3,2.587495405982137,4.143944549904186,-0.13546676688906698
33,0.6606606606606606,1,3.0629977745131995,2.6358588314355256,1.5297660311531398
33,0.6606606606606606,2,3.2024600558815757,1.918363291351085,1.3993626723829562
33,0.6606606606606606,3,2.646270554119764,4.25195499724127,-0.24205400065216814
36,0.7207207207207207,1,3.258072884370183,2.681125100111476,1.3799161428485531
36,0.7207207207207207,2,3.2957769281512217,2.0477919137403378,1.354782464917969
36,0.7207207207207207,3,2.7053350770121134,4.358814790841066,-0.3475142261810022
39,0.7807807807807807,1,3.4529451279685666,2.718555220017863,1.228836717686245
39,0.7807807807807807,2,3.388457090365495,2.1962921356769005,1.3094503183354094
39,0.7807807807807807,3,2.7647470807619876,4.464541483771467,-0.45190411409883136
42,0.8408408408408409,1,3.6454742776159836,2.7447867290946686,1.0789124227221876
42,0.8408408408408409,2,3.4846281299034874,2.3705186264966764,1.2587830093972652
42,0.8408408408408409,3,2.8245575213712653,4.569158494293852,-0.55528570136363
45,0.9009009009009009,1,3.830588703717288,2.75737644821504,0.9356538251352573
45,0.9009009009009009,2,3.594315599072386,2.575267926968991,1.191948104341045
45,0.9009009009009009,3,2.8848056344676496,4.672695761569679,-0.6577218881738233
48,0.960960960960961,1,4.0019546502998375,2.761221233381439,0.8058067539101006
48,0.960960960960961,2,3.730100584985136,2.800642057668288,1.0956319962263683
48,0.960960960960961,3,2.945520228328587,4.775188041405828,-0.7592720248723801
51,1.021021021021021,1,4.158024173003379,2.7677328788644022,0.6908932942114467
51,1.021021021021021,2,3.8950133475605706,3.0237067392948007,0.9669412905932677
51,1.021021021021021,3,3.006723179221302,4.876672230721862,-0.8599863700824646
54,1.0810810810810811,1,4.303665203253281,2.7842404502973563,0.5856597289968599
54,1.0810810810810811,2,4.07925453991877,3.2296963469107913,0.8165031965544636
54,1.0810810810810811,3,3.0684356484888533,4.977184160741409,-0.9599048488133586
57,1.1411411411411412,1,4.443731684271652,2.811230090211741,0.4849859458552063
57,1.1411411411411412,2,4.273044014818149,3.417536704940098,0.6546583617592838
57,1.1411411411411412,3,3.1306817230636996,5.076757794968898,-1.0590609353407494
60,1.2012012012012012,1,4.580960496513097,2.8469791071195627,0.38604313029936776
60,1.2012012012012012,2,4.470828663351589,3.59057414957319,0.48715897385001106
60,1.2012012012012012,3,3.193487852278477,5.175426148999499,-1.1574861492206532
63,1.2612612612612613,1,4.71669851814482,2.889752627836718,0.2874753794364315
63,1.2612612612612613,2,4.66983420843195,3.7521801507313626,0.3168162945303764
63,1.2612612612612613,3,3.2568808763840944,5.2732219816488515,-1.2552136424257043
66,1.3213213213213213,1,4.851684627808263,2.938169571985756,0.18856147298830883
66,1.3213213213213213,2,4.868508313816733,3.9050172911841683,0.1451783484475898
66,1.3213213213213213,3,3.320885655033758,5.370178485578738,-1.352278609652914
69,1.3813813813813813,1,4.9862527096192135,2.9911948414870704,0.08900118377167891
69,1.3813813813813813,2,5.066115710823989,4.051053641459232,-0.027045438341883346
69,1.3813813813813813,3,3.385524688377593,5.466329702666353,-1.4487173747988895
72,1.4414414414414414,1,5.120552939826289,3.048083608749875,-0.01131928933059792
72,1.4414414414414414,2,5.262299636072028,4.191674158358736,-0.19951347797033497
72,1.4414414414414414,3,3.4508167800437497,5.561710532371496,-1.5445679330747746
75,1.5015015015015014,1,5.254694420364121,3.1082989396687766,-0.11248002304265356
75,1.5015015015015014,2,5.456804873761078,4.327849283301126,-0.37194678622048355
75,1.5015015015015014,3,3.5167742673423987,5.656355450291611,-1.6398698947369081
78,1.5615615615615615,1,5.388727284267148,3.171402540409209,-0.2145026303603108
78,1.5615615615615615,2,5.649506601626373,4.460355059778586,-0.5441861249688535
78,1.5615615615615615,3,3.5834053356721696,5.750297971152349,-1.7346619304959001
81,1.6216216216216217,1,5.522682637843619,3.23702752381399,-0.31739114565692483
81,1.6216216216216217,2,5.840328956951619,4.589827349295425,-0.7161113460274786
81,1.6216216216216217,3,3.6507145350663275,5.843570732557064,-1.8289814001655036
84,1.6816816816816818,1,5.656572560675601,3.3048784094033206,-0.4211320246833818
84,1.6816816816816818,2,6.029245036568982,4.716761831368077,-0.8876413911439002
84,1.6816816816816818,3,3.718702780192772,5.936205494986806,-1.9228643526626121
87,1.7417417417417418,1,5.790390105618967,3.3747311233747874,-0.5256941445681007
87,1.7417417417417418,2,6.216276896859102,4.841514003525101,-1.0587342920011693
87,1.7417417417417418,3,3.7873673503540415,6.028233141800333,-2.0163455260072634
90,1.8018018018018018,1,5.924109872931285,3.446431874660065,-0.6310293834020033
90,1.8018018018018018,2,6.401494312862321,4.9643013969616305,-1.2293859809020184
90,1.8018018018018018,3,3.856701920364977,6.119683689978152,-2.1094583573712646
93,1.8618618618618619,1,6.05772434740195,3.519828988721329,-0.7371101274184672
93,1.8618618618618619,2,6.584937295535708,5.085341351220098,-1.3995574718494033
93,1.8618618618618619,3,3.9266981633802915,6.210585809364667,-2.2022342512647137
96,1.921921921921922,1,6.191232211698501,3.5947912706927947,-0.8439186100069533
96,1.921921921921922,2,6.766640356242427,5.204822361603025,-1.5692052359585276
96,1.921921921921922,3,3.997345453833905,6.300964131436228,-2.294699561722902
99,1.981981981981982,1,6.324621838834683,3.67121879434817,-0.9514276476575609
99,1.981981981981982,2,6.946661401905248,5.322876150211904,-1.7383115952230148
99,1.981981981981982,3,4.068632240742397,6.390841366309864,-2.3868783037545547
102,2.042042042042042,1,6.457882062398857,3.7490187637831762,-1.0596110212713001
102,2.042042042042042,2,7.12505746330362,5.43962365410861,-1.9068613653094024
102,2.042042042042042,3,4.140546958120377,6.4802390655678055,-2.4787930182034867
105,2.1021021021021022,1,6.591002176553991,3.8281055134155424,-1.1684434761600904
105,2.1021021021021022,2,7.301884695073677,5.555175025315393,-2.0748418555571395
105,2.1021021021021022,3,4.213078024980489,6.569177622257481,-2.5704647717486013
108,2.1621621621621623,1,6.723971936037667,3.9084005079850077,-1.2779007220467626
108,2.1621621621621623,2,7.477198375708233,5.669629630814882,-2.242242868978591
108,2.1621621621621623,3,4.286213845333407,6.657676270891521,-2.661913156903889
111,2.2222222222222223,1,6.856781556162076,3.989832342553322,-1.387959433065058
111,2.2222222222222223,2,7.651052907556788,5.783076052550086,-2.4090567022590337
111,2.2222222222222223,3,4.359942808187836,6.745753087447757,-2.7531562920184323
114,2.2822822822822824,1,6.989421712814025,4.072336742504244,-1.4985972477596277
114,2.2822822822822824,2,7.823501816825522,5.895592087424394,-2.5752781457566583
114,2.2822822822822824,3,4.434253287550512,6.83342498936922,-2.8442108212763975
117,2.3423423423423424,1,7.121883542454927,4.155856563543542,-1.6097927690860336
117,2.3423423423423424,2,7.994597753577301,6.007244747301572,-2.74090448350257
117,2.3423423423423424,3,4.509133642426205,6.920707735564142,-2.935091914697043
120,2.4024024024024024,1,7.254158642120808,4.240341791698995,-1.7215255644107486
120,2.4024024024024024,2,8.16439249173167,6.118090259005765,-2.905935493200787
120,2.4024024024024024,3,4.5845722168177145,7.007615926405956,-3.0258132681347147
123,2.4624624624624625,1,7.386239069422309,4.325749543320392,-1.833776165511155
123,2.4624624624624625,2,8.332936929064859,6.2281740643214984,-3.070373446228239
123,2.4624624624624625,3,4.660557339725871,7.094163003733294,-3.1163871032788464
126,2.5225225225225225,1,7.518117342544676,4.41204406507953,-1.9465260685755463
126,2.5225225225225225,2,8.500281087209782,6.337530819993676,-3.2342231076347736
126,2.5225225225225225,3,4.737077325149539,7.180361250849989,-3.206824167653962
129,2.5825825825825826,1,7.649786440247772,4.499196733970218,-2.0597577342031257
129,2.5825825825825826,2,8.666474111656031,6.446184397727578,-3.397491736143147
129,2.5825825825825826,3,4.814120472085612,7.2662217925250765,-3.2971337346196705
132,2.6426426426426426,1,7.781239801866068,4.587186057308273,-2.1734545874040077
132,2.6426426426426426,2,8.831564271749885,6.554147884188867,-3.5601890841490333
132,2.6426426426426426,3,4.891675064529016,7.351754594992791,-3.3873236033706746
135,2.7027027027027026,1,7.912471635368509,4.675992101209698,-2.2876015139258348
135,2.7027027027027026,2,8.995597717372224,6.661432868588143,-3.7223238842476927
135,2.7027027027027026,3,4.969729580540163,7.436969084438927,-3.4774009392101215
138,2.7627627627627627,1,8.043478405794568,4.765570473274877,-2.402187523871621
138,2.7627627627627627,2,9.15860811099913,6.768094155366236,-3.8838874002659187
138,2.7627627627627627,3,5.048275155934042,7.521876587649624,-3.5673759807937424
141,2.8228228228228227,1,8.174256106770024,4.855895726049769,-2.5172013631983003
141,2.8228228228228227,2,9.32062489757433,6.874157673733391,-4.044881664433138
141,2.8228228228228227,3,5.127304646645559,7.606485426524158,-3.657255553407103
144,2.8828828828828827,1,8.304800689142786,4.94694696653599,-2.632631735583134
144,2.8828828828828827,2,9.48167705725945,6.979642286151337,-4.205311210266371
144,2.8828828828828827,3,5.206811092055564,7.690803242240875,-3.74704567675969
147,2.942942942942943,1,8.43510826317879,5.038703887909475,-2.7484675983639284
147,2.942942942942943,2,9.641792686958494,7.084566260466058,-4.365180605382693
147,2.942942942942943,3,5.2867877196854325,7.774837483400493,-3.836752190087273
150,3.003003003003003,1,8.565175098562008,5.13114676952047,-2.8646981625390393
150,3.003003003003003,2,9.800999000317837,7.188947269907789,-4.524494451499239
150,3.003003003003003,3,5.36722794519706,7.858595406026099,-3.926380752151904
153,3.063063063063063,1,8.694997624394437,5.224256476893537,-2.9813128927673707
153,3.063063063063063,2,9.959322327726225,7.292802393091024,-4.6832573844332
153,3.063063063063063,3,5.448125372392864,7.942084073563156,-4.015936841241916
156,3.123123123123123,1,8.824572429196108,5.318014461727554,-3.0983015073683733
156,3.123123123123123,2,10.116788116314781,7.396148114014507,-4.841474074101827
156,3.123123123123123,3,5.529473793215786,8.025310356879496,-4.105425755171925
159,3.183183183183183,1,8.95389626090508,5.412402761895712,-3.2156539783220466
159,3.183183183183183,2,10.273420929956998,7.499000322061241,-4.999149224522424
159,3.183183183183183,3,5.611267187749286,8.108280934265327,-4.1948526112828315
162,3.2432432432432434,1,9.082966026877443,5.507404001445519,-3.333360531268939
162,3.2432432432432434,2,10.429244449268742,7.601374311998482,-5.156287573812357
162,3.2432432432432434,3,5.693499724217351,8.191002291433223,-4.2842223464418145
165,3.3033033033033035,1,9.211778793887316,5.603001390598794,-3.4514116455101425
165,3.3033033033033035,2,10.584281471608254,7.703284783977736,-5.312893894189044
165,3.3033033033033035,3,5.776165758984486,8.273480721518135,-4.373539717042337
168,3.3633633633633635,1,9.34033178812685,5.699178725751675,-3.5697980540073013
168,3.3633633633633635,2,10.738553911076144,7.80474584353477,-5.468972991969966
168,3.3633633633633635,3,5.859259836555719,8.355722325077384,-4.462809299004143
171,3.4234234234234235,1,9.468622395206229,5.795920389474611,-3.688510743382607
171,3.4234234234234235,2,10.892082798515398,7.905771001589601,-5.624529707572657
171,3.4234234234234235,3,5.942776689576601,8.437733010090662,-4.552035487773263
174,3.4834834834834836,1,9.596648160153663,5.89321135051237,-3.807540953918797
174,3.4834834834834836,2,11.044888281511378,8.006373174446505,-5.779568915514714
174,3.4834834834834836,3,6.026711238833206,8.519518491960035,-4.641222498322004
177,3.5435435435435436,1,9.724406787415393,5.991037163784031,-3.926880179559159
177,3.5435435435435436,2,11.196989624391811,8.106564683794007,-5.934095524413783
177,3.5435435435435436,3,6.111058593252128,8.601084293509942,-4.730374365148959
180,3.6036036036036037,1,9.851896140855692,6.08938397038299,-4.046520167907526
180,3.6036036036036037,2,11.348405208226806,8.206357256704889,-6.088114476987575
180,3.6036036036036037,3,6.195814049900484,8.682435744987188,-4.819494942279005
183,3.6636636636636637,1,9.979114243756863,6.188238497576956,-4.166452920228282
183,3.6636636636636637,2,11.499152530828837,8.30576202563619,-6.241630750053856
183,3.6636636636636637,3,6.280973093985914,8.763577984060959,-4.908587903263295
186,3.7237237237237237,1,10.106059278819238,6.287588058807954,-4.286670691446355
186,3.7237237237237237,2,11.649248206752755,8.404789528429198,-6.394649354530445
186,3.7237237237237237,3,6.366531398856577,8.844515955822803,-4.997656741179269
189,3.7837837837837838,1,10.232729588161181,6.387420553692324,-4.4071659901472255
189,3.7837837837837838,2,11.798707967295783,8.50344970830946,-6.547175335435227
189,3.7837837837837838,3,6.452484826001159,8.925254412786648,-5.086704768630649
192,3.843843843843844,1,10.359123673319086,6.48772446802072,-4.527931578576918
192,3.843843843843844,2,11.94754666049752,8.601751913886778,-6.699213771886139
192,3.843843843843844,3,6.538829425048863,9.005797914888792,-5.175735117747438
195,3.903903903903904,1,10.485240195247378,6.588488873758112,-4.648960472642006
195,3.903903903903904,2,12.095778251139933,8.699704899155204,-6.850769777101172
195,3.903903903903904,3,6.625561433769418,9.086150829487902,-5.264750740185921
198,3.963963963963964,1,10.611077974318508,6.689703429043783,-4.770245941909613
198,3.963963963963964,2,12.243415820747364,8.797316823493048,-7.001848498398383
198,3.963963963963964,3,6.712677278073073,9.16631733136502,-5.353754407128667
201,4.024024024024024,1,10.736635990322966,6.791358378191332,-4.891781509607407
201,4.024024024024024,2,12.39047156758653,8.894595251662874,-7.1524551171958795
201,4.024024024024024,3,6.800173572010602,9.24630140272356,-5.442748709284527
204,4.084084084084084,1,10.861913382469265,6.893444551688673,-5.013560952623605
204,4.084084084084084,2,12.536956806666518,8.991547153811497,-7.30259484901183
204,4.084084084084084,3,6.8880471177732945,9.326106833189305,-5.531736056888633
207,4.1441441441441444,1,10.986909449383946,6.995953366198033,-5.135578301506975
207,4.1441441441441444,2,12.682881969738789,9.088178905469993,-7.452272943464457
207,4.1441441441441444,3,6.976294905692969,9.405737219810414,-5.620718679702398
210,4.2042042042042045,1,11.111623649111591,7.098876824555956,-5.257827840466826
210,4.2042042042042045,2,12.828256605297177,9.184496287553687,-7.601494684272043
210,4.2042042042042045,3,7.064914114241964,9.485195967057415,-5.7096986270135215
213,4.2642642642642645,1,11.236055599114803,7.202207515773299,-5.380304107373023
213,4.2642642642642645,2,12.973089378577887,9.280504486362162,-7.750265389252929
213,4.2642642642642645,3,7.153902110033139,9.564486286823207,-5.798677767635982
216,4.324324324324325,1,11.360205076274218,7.305938615035235,-5.5030018937559735
216,4.324324324324325,2,13.117388071559505,9.376208093579251,-7.898590410325511
216,4.324324324324325,3,7.243256447819875,9.643611198423066,-5.887657789910041
219,4.384384384384385,1,11.484072016888508,7.410063883701252,-5.625916244806636
219,4.384384384384385,2,13.261159582962978,9.471611106273047,-8.046475133508242
219,4.384384384384385,3,7.332974870496079,9.722573528594637,-5.976640201702244
222,4.444444444444445,1,11.607656516674364,7.514577669305151,-5.749042459376515
222,4.444444444444445,2,13.404409928251635,9.566716926895893,-8.193924978919634
222,4.444444444444445,3,7.423055309096175,9.801375911497937,-6.065626330405415
225,4.504504504504505,1,11.730958830766518,7.61947490555505,-5.872376089977659
225,4.504504504504505,2,13.547144239631175,9.66152836328439,-8.340945400778258
225,4.504504504504505,3,7.513495882795112,9.880020788715353,-6.154617322938664
228,4.564564564564565,1,11.853977679229565,7.724748575342778,-5.995912915818381
228,4.564564564564565,2,13.689371477554795,9.756049794665334,-8.48753819144211
228,4.564564564564565,3,7.60429445806543,9.95851137857673,-6.243615395710446
231,4.624624624624625,1,11.976708974417278,7.830386170708769,-6.119648826770044
231,4.624624624624625,2,13.831108306980253,9.850290234977345,-8.633696677279712
231,4.624624624624625,3,7.695448205018689,10.036853015075579,-6.332625513350357
234,4.684684684684685,1,12.099152988826477,7.936380216012218,-6.243579806256886
234,4.684684684684685,2,13.97235944080919,9.944254413644162,-8.779421494029753
234,4.684684684684685,3,7.786955371023132,10.115049105497855,-6.421650141662669
237,4.744744744744745,1,12.221310283827009,8.042723644819631,-6.367701879908801
237,4.744744744744745,2,14.113128796964174,10.037946722451663,-8.92471377850854
237,4.744744744744745,3,7.878814275858002,10.193102896870592,-6.510691551288683
240,4.804804804804805,1,12.343181452018747,8.149409455623905,-6.492011112621974
240,4.804804804804805,2,14.253420208655493,10.131371509085099,-9.069574662361164
240,4.804804804804805,3,7.971023246719956,10.271017607636777,-6.599751988415913
243,4.864864864864865,1,12.464767117231599,8.256430711844322,-6.616503608558879
243,4.864864864864865,2,14.39323742438114,10.224533077129088,-9.214005272061504
243,4.864864864864865,3,8.06358061822306,10.34879642765535,-6.688833674778084
246,4.924924924924925,1,12.586067934525492,8.36378054182655,-6.741175511148276
246,4.924924924924925,2,14.532584107926812,10.31743568606762,-9.358006728912233
246,4.924924924924925,3,8.156484732398795,10.4264425182012,-6.777938807655129
249,4.984984984984985,1,12.707084590190387,8.471452138842645,-6.866023003085217
249,4.984984984984985,2,14.67146383836592,10.41008355128405,-9.50158014904481
249,4.984984984984985,3,8.249733938696048,10.503959011965174,-6.867069559873196
252,5.045045045045045,1,12.827817801746276,8.579438761091053,-6.9910423063310425
252,5.045045045045045,2,14.80988011005958,10.502480844061104,-9.644726643419489
252,5.045045045045045,3,8.343326593981121,10.581349013054064,-6.9562280798046405
255,5.105105105105105,1,12.948268317943175,8.6877337316966,-7.116229682113381
255,5.105105105105105,2,14.947836332656617,10.59463169158088,-9.787447317825302
255,5.105105105105105,3,8.437261062537731,10.658615596990622,-7.04541649136803
258,5.165165165165165,1,13.06843691876113,8.796330438710507,-7.241581430926151
258,5.165165165165165,2,15.085335831093566,10.686540176924838,-9.929743272880081
258,5.165165165165165,3,8.531535716066998,10.735761810713544,-7.1346368940281435
261,5.225225225225225,1,13.188324415410216,8.905222335110375,-7.3670938925295575
261,5.225225225225225,2,15.222381845594665,10.778210339073818,-10.071615604030447
261,5.225225225225225,3,8.62614893368746,10.812790672577485,-7.223891362795971
264,5.285285285285285,1,13.307931650330538,9.014402938800197,-7.492763445950099
264,5.285285285285285,2,15.358977531671867,10.869646172908018,-10.213065401551805
264,5.285285285285285,3,8.721099101935065,10.88970517235305,-7.313181948228711
267,5.345345345345345,1,13.427259497192228,9.12386583261035,-7.618586509480559
267,5.345345345345345,2,15.495125960124826,10.960851629207014,-10.354093750548351
267,5.345345345345345,3,8.816384614763173,10.966508271226797,-7.402510676429776
270,5.405405405405405,1,13.546308860895445,9.2336046642976,-7.744559540680011
270,5.405405405405405,2,15.630830117040912,11.051830614649743,-10.494701730953075
270,5.405405405405405,3,8.912003873542552,11.043202901801234,-7.491879549048787
273,5.465465465465465,1,13.665080677570382,9.3436131465451,-7.870679036373818
273,5.465465465465465,2,15.766092903795197,11.14258699181452,-10.634890417527751
273,5.465465465465465,3,9.007955287061387,11.119791968094823,-7.581290543281577
276,5.525525525525525,1,13.783575914577252,9.453885056962386,-7.996941532653631
276,5.525525525525525,2,15.900917137050465,11.233124579179023,-10.774660879862946
276,5.525525525525525,3,9.10423727152527,11.196278345541977,-7.67074561187019
279,5.585585585585585,1,13.901795570506309,9.564414238085387,-8.123343604877393
279,5.585585585585585,2,16.035305548757204,11.3234471511203,-10.914014182378011
279,5.585585585585585,3,9.200848250557206,11.272664880993064,-7.7602466831028805
282,5.645645645645645,1,14.019740675177822,9.675194597376414,-8.24988186766933
282,5.645645645645645,2,16.169260786153618,11.413558437914773,-11.052951384321096
282,5.645645645645645,3,9.297786655197612,11.348954392714402,-7.849795660814113
285,5.7057057057057055,1,14.137412289642098,9.786220107224171,-8.376552974919964
285,5.7057057057057055,2,16.302785411765612,11.503462125738224,-11.191473539769133
285,5.7057057057057055,3,9.395050923904318,11.425149670388262,-7.939394424384566
288,5.7657657657657655,1,14.25481150617947,9.89748480494374,-8.5033536197861
288,5.7657657657657655,2,16.4358819034068,11.593161856665814,-11.329581697627846
288,5.7657657657657655,3,9.49263950255256,11.501253475112865,-8.029044828741124
291,5.8258258258258255,1,14.371939448300298,10.0089827927766,-8.630280534690836
291,5.8258258258258255,2,16.568552654178504,11.682661228672067,-11.467276901631747
291,5.8258258258258255,3,9.590550844434993,11.577268539402388,-8.118748704356888
294,5.885885885885886,1,14.488797270744973,10.120708237890607,-8.757330491323557
294,5.885885885885886,2,16.70079997246976,11.77196379563088,-11.604560190344138
294,5.885885885885886,3,9.688783410261678,11.65319756718696,-8.208507857251163
297,5.945945945945946,1,14.605386159483912,10.232655372380012,-8.884500300639937
297,5.945945945945946,2,16.832626081957308,11.861073067315514,-11.741432597157115
297,5.945945945945946,3,9.787335668160088,11.729043233812657,-8.298324068989471
300,6.006006006006006,1,14.721707331717564,10.344818493265453,-9.011786812861939
300,6.006006006006006,2,16.964033121605596,11.949992509398603,-11.877895150291554
300,6.006006006006006,3,9.886206093675112,11.804808186041514,-8.388199096683543
303,6.066066066066066,1,14.837762035876406,10.457191962493946,-9.139186917477817
303,6.066066066066066,2,17.09502314566678,12.038725543452152,-12.01394887279713
303,6.066066066066066,3,9.985393169769043,11.880495042051516,-8.47813467299132
306,6.126126126126126,1,14.953551551620938,10.569770206938905,-9.26669754324211
306,6.126126126126126,2,17.225598123680722,12.127275546947534,-12.1495947825523
306,6.126126126126126,3,10.084895386821593,11.956106391436597,-8.568132506116953
309,6.186186186186186,1,15.069077189841698,10.682547718400123,-9.394315658175652
309,6.186186186186186,2,17.355759940475,12.215645853255484,-12.28483389226432
309,6.186186186186186,3,10.18471124262988,12.031644795206647,-8.658194279810807
312,6.246246246246246,1,15.184340292659245,10.795519053603785,-9.522038269565558
312,6.246246246246246,2,17.485510396164894,12.30383975164612,-12.419667209469225
312,6.246246246246246,3,10.284839242408438,12.107112785787509,-8.748321653369455
315,6.306306306306306,1,15.29934223342417,10.908678834202462,-9.649862423965237
315,6.306306306306306,2,17.614851206153393,12.391860487288913,-12.554095736531842
315,6.306306306306306,3,10.385277898789209,12.182512867020973,-8.838516261635684
318,6.366366366366366,1,15.414084416717092,11.022021746775108,-9.777785207194388
318,6.366366366366366,2,17.743784001131193,12.479711261252717,-12.688120470645792
318,6.366366366366366,3,10.486025731821547,12.257847514164787,-8.928779714998488
321,6.426426426426427,1,15.52856827834866,11.13554254282707,-9.905803744338996
321,6.426426426426427,2,17.8723103270767,12.567395230505749,-12.821742403833486
321,6.426426426426427,3,10.587081268972222,12.33311917389265,-9.019113599393073
324,6.486486486486487,1,15.642795285359549,11.249236038790077,-10.033915199751334
324,6.486486486486487,2,18.000431645256036,12.654915507915597,-12.95496252294612
324,6.486486486486487,3,10.688443045125405,12.40833026429421,-9.109519476300857
327,6.546546546546547,1,15.756766936020462,11.36309711602225,-10.16211677704997
327,6.546546546546547,2,18.12814933222301,12.742275162249214,-13.087781809663674
327,6.546546546546547,3,10.79010960258269,12.48348317487507,-9.199998882749467
330,6.606606606606607,1,15.870484759832134,11.477120720808088,-10.290405719119756
330,6.606606606606607,2,18.255464679819166,12.82947721817293,-13.220201240494934
330,6.606606606606607,3,10.892079491063077,12.558580266556785,-9.290553331312747
333,6.666666666666667,1,15.98395031752533,11.59130186435849,-10.41877930811183
333,6.666666666666667,2,18.382378895173733,12.916524656252435,-13.352221786777458
333,6.666666666666667,3,10.994351267702978,12.633623871676864,-9.381184310110742
336,6.726726726726727,1,16.09716520106084,11.705635622810732,-10.547234865443626
336,6.726726726726727,2,18.508893100703666,13.003420412952792,-13.483844414677606
336,6.726726726726727,3,11.096923497056215,12.708616293988761,-9.471893282809715
339,6.786786786786787,1,16.210131033629477,11.82011713722848,-10.675769751798864
339,6.786786786786787,2,18.635008334113614,13.09016738063844,-13.61507008519052
339,6.786786786786787,3,11.199794751094025,12.783559808661893,-9.562681688622138
342,6.846846846846847,1,16.3228494696521,11.934741613601789,-10.80438136712755
342,6.846846846846847,2,18.760725548395943,13.176768407573178,-13.74589975414014
342,6.846846846846847,3,11.302963609205056,12.858456662281624,-9.653550942306694
345,6.906906906906907,1,16.435322194779573,12.049504322847095,-10.933067150645988
345,6.906906906906907,2,18.886045611830724,13.263226297920175,-13.876334372179183
345,6.906906906906907,3,11.406428658195365,12.933309072849266,-9.744502434168275
348,6.966966966966967,1,16.54755092589281,12.164400600807232,-11.061824580836758
348,6.966966966966967,2,19.01096930798574,13.349543811741976,-14.006374884789166
348,6.966966966966967,3,11.510188492288421,13.00811922978209,-9.835537530057987
351,7.027027027027027,1,16.659537411102743,12.279425848251408,-11.190651175448739
351,7.027027027027027,2,19.135497335716476,13.435723665000488,-14.136022232280391
351,7.027027027027027,3,11.614241713125104,13.082889293913313,-9.926657571373147
354,7.087087087087087,1,16.771283429750337,12.394575530875226,-11.319544491497094
354,7.087087087087087,2,19.25963030916613,13.52176852955699,-14.26527734979195
354,7.087087087087087,3,11.71858692976371,13.157621397492115,-10.017863875057277
357,7.147147147147147,1,16.882790792406578,12.509845179300676,-11.448502125263278
357,7.147147147147147,2,19.38336875776561,13.60768103317213,-14.394141167291725
357,7.147147147147147,3,11.823222758679943,13.232317644183615,-10.109157733600117
360,7.207207207207207,1,16.99406134087249,12.62523038907613,-11.577521712295031
360,7.207207207207207,2,19.506713126233524,13.693463759505926,-14.522614609576385
360,7.207207207207207,3,11.928147823766917,13.306980109068894,-10.200540415037613
363,7.267267267267267,1,17.105096948179124,12.740726820676349,-11.706600927406392
363,7.267267267267267,2,19.629663774576194,13.779119248117766,-14.650698596271395
363,7.267267267267267,3,12.03336075633516,13.381610838644981,-10.292013162951925
366,7.327327327327327,1,17.21589951858755,12.856330199502487,-11.83573748467767
366,7.327327327327327,2,19.752220978087653,13.864649994466404,-14.778394041831003
